"","DIS","CMCSA","TWX","SNE","FOXA","VIAB"
"2013-06-26",60.469289,38.017108,52.011613,20.84,27.660378,62.463362
"2013-06-27",60.957178,38.121161,52.401313,21.200001,28.124967,62.965899
"2013-06-28",60.411893,39.492767,52.401313,21.190001,28.030331,63.310224
"2013-07-01",61.158072,38.642183,52.836327,21.469999,28.633267,63.086877
"2013-07-02",60.517121,38.727717,53.941998,21.809999,28.448221,62.854222
"2013-07-03",60.851947,39.107867,54.44045,21.65,28.876747,63.691783
"2013-07-05",61.052841,39.630572,55.654874,21.76,29.597448,64.50142
"2013-07-08",61.904251,40.305336,55.21986,21.610001,29.577971,64.976039
"2013-07-09",62.124282,40.552432,55.537049,21.780001,29.305272,64.287381
"2013-07-10",62.095584,40.780523,55.292363,21.77,29.237098,65.283146
"2013-07-11",63.693173,42.253601,55.890509,22.200001,29.159185,65.915969
"2013-07-12",64.075831,42.462684,55.917694,22.190001,29.402665,67.014104
"2013-07-15",63.071354,41.958988,55.663932,22.24,29.217619,67.302594
"2013-07-16",62.210376,41.806928,55.546114,21.959999,29.431881,66.94896
"2013-07-17",62.526069,41.692881,55.854256,22.1,29.373446,67.628311
"2013-07-18",62.966123,42.139557,56.416146,22.139999,30.211019,68.940491
"2013-07-19",62.334744,42.358143,55.981128,22.110001,29.879886,69.201064
"2013-07-22",61.607695,42.700278,56.388958,22.59,30.064931,68.233217
"2013-07-23",61.655522,42.899855,56.950855,23.01,30.055192,68.605467
"2013-07-24",61.837286,42.728788,56.461461,22.809999,29.685101,67.572476
"2013-07-25",61.751192,41.977992,56.833041,22.110001,29.597448,67.814439
"2013-07-26",62.162548,41.559829,57.113987,21.58,29.636405,67.972643
"2013-07-29",61.808588,41.246207,56.642723,21.24,29.129966,67.265369
"2013-07-30",61.397232,40.590448,56.253021,21.629999,28.652745,67.135082
"2013-07-31",61.846855,42.842835,56.425211,21.040001,29.100748,67.721371
"2013-08-01",62.526069,43.565117,57.150237,21.959999,29.821451,69.201064
"2013-08-02",63.626208,43.451074,58.264966,21.620001,30.707719,73.677355
"2013-08-05",63.157449,43.36554,58.428099,21.76,30.542152,73.286495
"2013-08-06",64.142795,42.757301,58.074649,20.719999,30.415541,73.379556
"2013-08-07",63.052225,42.937871,57.857136,20.129999,30.980415,73.919318
"2013-08-08",62.899159,42.70978,57.947766,20.200001,31.934859,74.542834
"2013-08-09",61.923388,42.405661,57.458383,20.15,31.91538,74.589368
"2013-08-12",61.158072,42.55772,57.394938,20,31.808248,74.068214
"2013-08-13",61.205903,42.624246,57.18649,20.129999,31.6719,74.207809
"2013-08-14",61.18677,41.683378,56.479591,20.08,31.42842,74.040297
"2013-08-15",59.675279,40.875559,55.473615,19.860001,31.009633,72.746733
"2013-08-16",59.474381,40.428886,55.156415,19.98,31.136242,73.063148
"2013-08-19",59.149127,40.096253,55.147349,19.92,30.620066,72.29073
"2013-08-20",59.196958,40.57144,56.080826,19.950001,31.058329,72.811876
"2013-08-21",58.489042,39.754122,55.518929,19.66,30.629805,72.523385
"2013-08-22",58.967363,39.934691,56.524906,19.709999,31.243376,74.068214
"2013-08-23",59.053461,39.782632,56.515841,20.209999,31.350504,73.919318
"2013-08-26",58.689936,39.383473,56.271144,20.1,31.243376,73.99377
"2013-08-27",58.058553,39.725608,55.745496,20.379999,30.775893,72.886327
"2013-08-28",58.173353,39.839652,55.524237,20.16,30.746674,73.900709
"2013-08-29",58.431646,40.333846,55.542453,20.18,30.600587,73.900709
"2013-08-30",58.192486,40.001217,55.114496,19.959999,30.512934,74.040297
"2013-09-03",58.288148,40.618961,55.870244,20.41,30.883023,74.36602
"2013-09-04",58.460344,40.92308,56.443882,20.809999,31.116765,74.542834
"2013-09-05",58.642105,40.428886,56.070561,21.09,31.116765,74.36602
"2013-09-06",58.728203,40.371862,55.952194,21.02,31.262851,74.719654
"2013-09-09",58.919531,40.200795,56.671511,21.610001,31.414402,74.812715
"2013-09-10",60.105768,40.713997,57.308885,21.719999,31.502398,75.147739
"2013-09-11",61.167637,41.626355,57.654884,21.42,31.74683,76.642289
"2013-09-12",62.65043,41.331741,57.181407,21.16,31.590393,77.109336
"2013-09-13",63.798404,41.78792,56.962886,21.18,31.903266,76.847784
"2013-09-16",64.037564,42.215585,57.108568,21.459999,31.873932,77.296151
"2013-09-17",64.075831,42.244099,57.272462,21.66,31.864156,77.660447
"2013-09-18",64.200191,42.073031,57.673096,21.879999,32.001037,77.71649
"2013-09-19",62.870461,42.206083,58.638261,21.629999,32.079257,77.71649
"2013-09-20",62.191246,42.196581,58.547206,21.360001,32.2748,77.660447
"2013-09-23",61.942518,41.759406,57.782358,21.290001,32.010817,77.884627
"2013-09-24",61.531162,41.521813,57.682196,21.370001,31.825046,77.473631
"2013-09-25",61.655522,41.10365,58.246734,21.110001,31.942372,77.445609
"2013-09-26",62.41127,41.911466,59.06621,21.299999,32.284579,78.286287
"2013-09-27",62.363442,42.519708,60.277208,21.290001,32.519232,78.856084
"2013-09-30",61.693789,43.068562,59.922102,21.52,32.763664,78.07145
"2013-10-01",62.019051,43.536285,60.714272,21.4,33.223197,78.772019
"2013-10-02",62.066878,43.38356,60.422901,21.200001,32.95921,77.37088
"2013-10-03",61.244166,42.963563,59.448639,20.91,32.411685,76.735697
"2013-10-04",62.468673,43.56492,60.513956,20.870001,32.900549,77.71649
"2013-10-07",61.789451,43.049471,59.82195,20.27,32.35302,76.91317
"2013-10-08",61.225037,42.591295,59.202784,19.610001,31.717495,75.278508
"2013-10-09",60.832814,42.314483,58.82947,19.75,31.482843,74.886191
"2013-10-10",62.736531,43.288104,61.297008,19.57,32.137919,75.708197
"2013-10-11",63.339213,43.965826,61.843327,19.959999,32.489901,76.595582
"2013-10-14",63.932333,44.347637,61.952597,19.93,32.939655,77.380216
"2013-10-15",63.559243,44.28082,61.433593,19.700001,32.675668,77.109336
"2013-10-16",63.473142,44.843995,61.916174,19.76,33.184087,77.034606
"2013-10-17",63.540107,45.311719,61.87065,20.030001,33.555625,77.641768
"2013-10-18",64.238458,44.901269,62.580871,19.610001,33.49696,78.127493
"2013-10-21",64.678512,44.948995,62.744764,19.68,33.633845,78.332994
"2013-10-22",66.008243,45.206719,63.491401,19.790001,34.093375,79.070928
"2013-10-23",65.166401,44.824904,63.591556,19.48,33.995603,78.809384
"2013-10-24",66.056078,45.588531,64.019498,19.139999,34.396472,78.828062
"2013-10-25",66.256971,45.979889,63.973981,19.26,34.083599,79.341816
"2013-10-28",66.008243,46.037163,63.882927,19.51,34.054268,78.958835
"2013-10-29",65.93171,45.540805,63.80098,19.48,34.044489,79.126972
"2013-10-30",65.501224,44.948995,62.407862,19.42,33.184087,77.987378
"2013-10-31",65.616016,45.435805,62.589964,17.25,33.320972,77.800562
"2013-11-01",66.017811,46.438069,62.653703,16.75,33.604511,78.043428
"2013-11-04",65.826478,45.989437,62.526225,17.08,33.389413,77.595061
"2013-11-05",65.864745,45.664895,62.125598,16.85,33.330748,78.603882
"2013-11-06",66.008243,45.63626,61.63391,17.07,33.164532,78.267608
"2013-11-07",64.238458,45.092176,59.530575,16.860001,32.069478,75.577425
"2013-11-08",65.606455,45.989437,61.597487,16.74,33.086316,76.86647
"2013-11-11",65.376856,45.197172,61.460909,16.610001,32.714778,76.931856
"2013-11-12",64.831571,44.843995,60.814427,17.23,32.431236,76.707676
"2013-11-13",65.979545,45.235354,61.63391,17.940001,32.939655,77.651104
"2013-11-14",66.984013,45.521714,62.280392,18.65,33.369858,75.474674
"2013-11-15",66.964884,45.559896,61.588379,18.5,33.428519,75.203786
"2013-11-18",66.486563,45.22581,60.869066,18.719999,32.99832,74.297715
"2013-11-19",66.123042,45.302171,60.350058,18.700001,32.519232,74.38178
"2013-11-20",66.228273,44.719905,59.840166,18.530001,32.382351,74.839491
"2013-11-21",66.907488,45.292627,60.960106,18.65,32.519232,74.876855
"2013-11-22",67.156209,47.268512,60.996536,18.299999,32.656117,74.38178
"2013-11-25",66.716155,47.64078,60.668745,18.17,32.460571,74.344416
"2013-11-26",68.093721,47.516689,60.117319,18.16,32.460571,74.026828
"2013-11-27",67.701494,47.516689,60.025871,18.530001,32.753888,74.587282
"2013-11-29",67.481471,47.602597,60.089889,18.299999,32.744113,74.886191
"2013-12-02",67.835431,46.886697,59.998437,18.6,32.783219,75.493352
"2013-12-03",66.869221,46.552612,59.861265,18.41,32.480126,75.848305
"2013-12-04",66.936186,46.657611,59.842978,17.889999,32.177029,76.156557
"2013-12-05",67.184914,46.848518,59.980143,17.790001,32.010817,76.240629
"2013-12-06",68.361579,47.029879,60.876329,18.1,32.401906,76.782398
"2013-12-09",68.026756,46.905788,59.888706,17.969999,32.362796,76.754376
"2013-12-10",68.46681,47.144422,60.912906,17.620001,32.421461,77.165379
"2013-12-11",67.462334,46.447612,60.739164,17.440001,31.961927,75.965382
"2013-12-12",67.433284,46.457156,60.190474,17.67,31.932597,75.674761
"2013-12-13",67.423604,46.781698,59.943577,17.51,32.196584,76.124755
"2013-12-16",68.285526,47.001244,60.647715,17.5,32.108588,76.912256
"2013-12-17",68.430795,46.81988,60.172191,17.25,32.128143,77.099753
"2013-12-18",69.922204,47.984412,61.818239,17.549999,32.714778,78.327879
"2013-12-19",70.667916,48.471223,62.092577,17.48,33.213422,78.862252
"2013-12-20",70.115899,48.623948,62.494944,17.559999,33.53607,78.899753
"2013-12-23",70.968133,48.671678,62.81501,17.76,33.819612,80.127871
"2013-12-24",71.520151,48.94849,63.464288,17.450001,34.015158,80.249743
"2013-12-26",72.265862,49.168032,64.012963,17.309999,34.200925,80.474741
"2013-12-27",72.004376,49.435304,63.683765,17.09,34.18137,80.671621
"2013-12-30",73.82507,49.69879,63.711192,17.459999,34.240035,81.702867
"2013-12-31",73.989705,49.794606,63.75692,17.290001,34.386692,81.880986
"2014-01-02",73.863802,49.296372,62.851598,17.16,34.83645,81.515363
"2014-01-03",73.708853,48.932277,62.796716,17.18,34.416027,81.18724
"2014-01-06",73.428001,48.884371,62.330349,17.299999,34.024934,80.371623
"2014-01-07",73.931593,50.618608,61.726791,17.32,34.19115,80.934119
"2014-01-08",72.846932,50.541955,61.050079,18.25,33.624066,81.252865
"2014-01-09",72.537028,50.666514,60.620282,18.08,32.753888,80.624744
"2014-01-10",73.011567,51.298888,60.528833,17.799999,32.714778,80.062247
"2014-01-13",70.958447,49.976651,59.870412,17.549999,31.6295,79.143497
"2014-01-14",72.10122,50.599445,59.742393,17.530001,31.580614,79.34037
"2014-01-15",71.936585,51.806701,59.56864,17.41,31.883711,79.649746
"2014-01-16",71.868794,51.298888,59.394887,17.209999,31.74683,79.630999
"2014-01-17",71.646054,51.298888,58.891932,17.049999,31.326406,77.887254
"2014-01-21",71.859107,51.078515,59.029108,16.85,31.209078,77.390382
"2014-01-22",72.934089,51.490517,60.135613,17.110001,31.355737,79.049748
"2014-01-23",72.430497,50.858143,59.111402,16.790001,31.033087,78.299748
"2014-01-24",70.425803,50.206607,57.904301,16.719999,30.573555,76.321636
"2014-01-27",69.970629,50.29284,57.501931,16.23,30.358454,75.974759
"2014-01-28",70.580751,51.116838,57.739695,16.42,30.573555,77.118507
"2014-01-29",69.079656,50.83898,56.989832,16.049999,30.045581,75.909135
"2014-01-30",70.910029,51.921677,57.977466,16.129999,31.306851,78.759127
"2014-01-31",70.319273,52.170796,57.456206,15.75,31.111305,76.968504
"2014-02-03",67.781927,50.561118,56.258252,15.25,30.19224,73.874768
"2014-02-04",68.80849,51.279724,57.062986,16.1,30.857095,74.643515
"2014-02-05",69.49609,51.145585,57.693971,15.9,31.013532,74.952884
"2014-02-06",73.176202,51.768375,57.876867,16.52,31.433957,75.684138
"2014-02-07",73.282732,52.352842,58.443841,16.82,31.521953,76.799754
"2014-02-10",74.628879,52.07498,58.20608,16.68,31.433957,77.409129
"2014-02-11",75.335852,52.697773,59.294291,17.110001,31.433957,77.971625
"2014-02-12",75.452069,52.927729,59.495475,17.32,31.844601,79.002871
"2014-02-13",75.442383,50.752747,59.074825,17.200001,31.521953,79.415372
"2014-02-14",76.730425,51.45219,59.714952,17.059999,31.864156,80.137248
"2014-02-18",77.069382,51.289304,59.714952,17.34,32.294355,80.390369
"2014-02-19",76.381782,49.411348,59.093115,17.07,32.040147,80.64349
"2014-02-20",76.691686,49.593393,59.422328,17.17,31.942372,81.102869
"2014-02-21",77.602026,48.913114,59.193703,17.120001,32.206359,81.430992
"2014-02-24",78.183102,49.00893,59.449758,17.4,32.431236,81.543494
"2014-02-25",77.679503,48.644836,59.239428,17.280001,32.450791,81.027868
"2014-02-26",77.553607,48.558603,59.44896,17.379999,32.098812,80.755993
"2014-02-27",77.94099,48.941861,60.441455,17.52,32.304134,81.430992
"2014-02-28",78.260573,49.526324,61.691272,17.549999,32.792998,82.246617
"2014-03-03",76.953165,48.865208,61.084752,17.209999,32.323689,80.530995
"2014-03-04",79.132181,49.210139,61.553427,17.360001,33.03743,81.505993
"2014-03-05",80.07158,49.717953,62.931905,17.48,33.184087,81.684113
"2014-03-06",80.710754,49.928745,63.345449,17.860001,33.57518,82.471614
"2014-03-07",79.616407,49.468838,62.766483,17.950001,33.154757,82.752859
"2014-03-10",79.38398,49.363442,62.977851,18.040001,33.061528,83.343486
"2014-03-11",78.493007,49.076,62.196716,17.85,32.354961,82.705988
"2014-03-12",78.81259,48.846044,61.810748,17.84,32.080182,82.969379
"2014-03-13",77.408338,48.34781,61.286928,17.629999,31.511004,81.934615
"2014-03-14",77.543921,48.520276,61.185836,17.17,31.687646,81.915804
"2014-03-17",78.822277,48.654415,61.268544,17.219999,31.785779,83.007008
"2014-03-18",79.403346,48.117859,61.755603,17.15,32.443283,83.166932
"2014-03-19",77.979721,47.79209,61.645334,17.15,32.384401,82.640137
"2014-03-20",78.260573,48.491533,61.112317,17.610001,32.139064,82.329706
"2014-03-21",77.815086,47.907066,60.965276,17.76,32.119437,81.868767
"2014-03-24",76.982217,48.194508,60.037114,17.65,31.668019,80.768154
"2014-03-25",77.040329,47.590878,60.23929,18.25,31.90354,80.354246
"2014-03-26",76.139669,47.542972,59.412202,18.049999,31.471749,79.648724
"2014-03-27",76.004086,47.044738,58.327804,18.27,31.079211,79.018459
"2014-03-28",76.497991,47.485485,59.412202,18.65,31.020331,79.667542
"2014-03-31",77.543921,48.164057,60.037114,19.120001,31.373614,79.949746
"2014-04-01",78.996598,48.058181,60.680389,19.440001,32.423655,81.577153
"2014-04-02",79.093442,48.991818,61.626949,19.290001,32.963395,82.188607
"2014-04-03",79.112815,49.203568,61.342062,19.09,33.110598,81.991062
"2014-04-04",77.892564,48.298808,61.121509,19.030001,32.256825,79.714572
"2014-04-07",76.633574,47.240048,59.540859,19.049999,31.403055,77.8614
"2014-04-08",77.059695,47.018667,59.97278,18.9,31.75634,78.670399
"2014-04-09",77.931303,47.92343,60.652824,18.82,32.502161,80.796374
"2014-04-10",75.064687,46.604787,58.419696,18.15,31.825034,77.917847
"2014-04-11",74.580461,46.162033,57.675326,18.379999,31.314734,77.080628
"2014-04-14",75.171217,46.835791,57.91426,18.59,31.295107,77.823778
"2014-04-15",75.209956,46.595163,58.153193,18.549999,31.059584,77.362832
"2014-04-16",76.459252,47.32667,59.265157,18.780001,31.677831,78.312937
"2014-04-17",77.466443,47.259295,59.871696,18.709999,31.913355,79.065497
"2014-04-21",76.614208,48.010056,59.779797,19,31.982049,79.300671
"2014-04-22",76.943478,48.924442,59.660328,18.68,32.188131,79.027868
"2014-04-23",77.01127,49.290194,60.652824,18.66,32.109625,79.347701
"2014-04-24",77.079061,49.444195,60.32199,18.15,32.26664,79.80864
"2014-04-25",75.761973,49.059193,59.917635,17.870001,32.031116,78.491672
"2014-04-28",75.326166,49.761826,59.807362,17.950001,31.18716,78.802096
"2014-04-29",76.159035,49.617448,59.49491,17.959999,31.412867,78.745656
"2014-04-30",76.836948,49.819574,61.07556,17.639999,31.422683,79.940344
"2014-05-01",77.050008,50.156455,61.452343,17.16,31.864289,78.548111
"2014-05-02",77.776347,50.079453,60.836615,17.629999,31.913355,79.159565
"2014-05-05",78.657642,50.493333,62.003732,17.639999,32.207758,79.244224
"2014-05-06",78.473634,49.867703,62.022109,17.51,31.805407,78.218869
"2014-05-07",77.756981,49.800327,62.325377,17.549999,31.520816,78.303528
"2014-05-08",79.025651,49.184317,62.527553,17.49,33.581643,78.886762
"2014-05-09",79.364607,49.088067,62.83082,17.379999,33.512949,78.435225
"2014-05-12",79.819781,48.75119,63.814124,17.450001,34.533546,79.545247
"2014-05-13",79.490511,48.231433,63.566002,17.639999,34.248959,78.726846
"2014-05-14",78.367103,47.961931,63.363826,16.5,33.640522,78.200051
"2014-05-15",77.621399,48.423936,62.950274,16.389999,33.385373,78.134203
"2014-05-16",77.853825,48.308432,63.308687,16.379999,33.43444,78.858542
"2014-05-19",78.493007,48.991818,64.429844,16.32,33.483507,79.253633
"2014-05-20",78.531738,48.75119,63.602756,16.01,33.454067,78.350566
"2014-05-21",79.597041,49.424945,64.681087,16.049999,33.905485,79.451178
"2014-05-22",79.751989,49.761826,64.597991,16.18,33.885858,79.648724
"2014-05-23",80.691389,50.021704,65.253484,16.110001,34.298025,79.949746
"2014-05-27",81.098137,50.10833,65.170395,16.639999,34.131194,80.288397
"2014-05-28",80.962554,49.9062,65.244249,16.33,34.504107,80.53298
"2014-05-29",81.378988,50.117954,64.911885,16.209999,34.847576,80.542389
"2014-05-30",81.359623,50.243081,64.468743,16.18,34.749443,80.269586
"2014-06-02",81.611415,50.589586,65.318104,16.290001,34.877019,81.558335
"2014-06-03",81.233719,50.358582,65.318104,16.08,34.729816,81.934615
"2014-06-04",81.582362,50.329707,65.09654,16.24,34.837764,81.840547
"2014-06-05",82.105327,50.73396,65.438124,16.24,35.416758,82.292084
"2014-06-06",81.940692,50.926463,65.622771,16.1,35.367692,82.46141
"2014-06-09",82.783248,50.964965,66.432043,16.299999,35.534519,82.640137
"2014-06-10",82.076275,50.897589,66.528334,16.18,35.406947,82.188607
"2014-06-11",81.650154,50.73396,66.364638,15.99,35.446197,81.773126
"2014-06-12",80.187797,50.695459,65.835035,16.09,34.749443,81.159354
"2014-06-13",80.187797,50.50296,65.32468,16.219999,34.857392,81.12159
"2014-06-16",80.672023,50.387456,65.979468,16.26,35.063473,81.650375
"2014-06-17",80.53644,50.243081,65.690595,16.120001,34.847576,81.537061
"2014-06-18",80.943188,50.685836,66.70166,16.299999,34.710188,82.150833
"2014-06-19",81.127189,50.955337,66.778696,16.84,34.710188,82.150833
"2014-06-20",80.207163,50.762838,65.767631,16.969999,33.895674,80.979949
"2014-06-23",80.149058,50.464458,65.661709,16.780001,33.699404,80.658896
"2014-06-24",80.07158,50.666585,65.709851,16.639999,33.571828,80.375622
"2014-06-25",81.253092,51.215216,66.509078,16.91,34.229331,80.318961
"2014-06-26",81.785736,51.590595,66.826845,16.809999,34.494295,80.668341
"2014-06-27",82.608926,52.100728,67.154235,16.76,34.592428,81.55595
"2014-06-30",83.03504,51.883258,67.645328,16.77,34.494295,81.895885
"2014-07-01",83.742013,52.298866,67.953463,17.129999,34.641495,82.009192
"2014-07-02",83.71296,52.733805,68.300115,16.92,35.034034,82.452996
"2014-07-03",84.100335,53.062425,68.743059,16.84,35.534519,82.604082
"2014-07-07",83.858222,52.366523,68.531215,16.93,35.024219,82.40578
"2014-07-08",83.151257,51.525644,68.126789,16.77,34.445225,81.820342
"2014-07-09",84.468351,52.898113,69.725244,16.790001,35.240116,81.688146
"2014-07-10",84.119708,52.540498,69.542287,16.65,35.043846,81.489852
"2014-07-11",84.148761,52.724137,69.609691,16.66,34.975152,80.611688
"2014-07-14",84.022865,53.207402,69.022307,16.67,34.877019,80.290635
"2014-07-15",83.432108,53.052757,68.377151,16.530001,34.533546,79.884601
"2014-07-16",82.657344,53.207402,80.047771,16.76,32.384401,82.500212
"2014-07-17",82.34744,52.385854,82.926915,16.700001,32.158692,82.75516
"2014-07-18",83.102831,52.714474,83.99576,16.790001,32.394212,83.43503
"2014-07-21",83.03504,52.018572,84.120937,16.709999,32.276452,82.434114
"2014-07-22",83.490213,52.801461,83.56244,16.690001,32.718058,82.245258
"2014-07-23",83.325578,52.878782,81.135878,16.889999,32.089998,80.979949
"2014-07-24",84.061603,53.284726,80.895147,17.33,32.305891,80.847753
"2014-07-25",83.509586,52.569493,81.838808,17.68,32.197946,81.338766
"2014-07-28",84.40056,52.898113,82.079538,17.709999,31.854473,81.187688
"2014-07-29",83.480527,53.149412,80.741076,17.469999,31.550259,80.743884
"2014-07-30",84.458665,53.555353,81.357346,17.530001,31.403055,80.158438
"2014-07-31",83.170622,51.931584,79.941849,18.43,31.079211,78.062175
"2014-08-01",82.686397,51.602964,80.692935,18.02,31.344175,77.665586
"2014-08-04",84.487717,52.047567,82.358787,18.299999,30.93201,77.797782
"2014-08-05",84.013178,51.399994,82.031397,18.01,30.716113,77.212337
"2014-08-06",83.858222,51.129367,71.487387,17.75,31.726901,75.833715
"2014-08-07",82.8123,50.91673,69.388215,17.34,33.326491,75.286048
"2014-08-08",84.110022,51.709283,70.514841,17.42,33.728843,75.956473
"2014-08-11",84.739517,51.950915,71.294806,17.370001,34.121383,76.560801
"2014-08-12",84.458665,51.999241,70.331883,17.360001,34.45504,75.899813
"2014-08-13",84.83636,52.298866,71.410359,17.940001,34.739631,75.767617
"2014-08-14",85.814499,52.550162,73.68285,18.07,35.092913,76.315291
"2014-08-15",86.463359,52.801461,73.663595,18.41,35.191049,76.938507
"2014-08-18",87.131593,52.898113,74.010248,18.52,35.298998,77.580606
"2014-08-19",87.247803,52.675812,74.135425,18.860001,35.220488,76.692997
"2014-08-20",87.00569,52.811125,74.164312,18.950001,35.004591,76.702442
"2014-08-21",87.528655,52.617819,73.913957,18.83,35.063473,76.249192
"2014-08-22",87.635185,52.366523,74.366532,18.860001,35.024219,76.201976
"2014-08-25",87.528655,52.820792,74.096907,18.969999,34.896646,76.022571
"2014-08-26",87.180012,52.733805,74.125801,18.870001,34.896646,75.956473
"2014-08-27",87.518975,52.733805,74.307577,18.83,35.181234,76.305846
"2014-08-28",87.383393,52.695143,74.404268,18.9,34.935897,76.268075
"2014-08-29",87.044429,52.888449,74.481623,19.110001,34.759255,76.626899
"2014-09-02",87.93541,52.946438,74.76203,19.4,35.259743,76.919618
"2014-09-03",88.070993,53.033426,74.771701,19.709999,35.62284,76.353062
"2014-09-04",87.296228,53.043094,74.675011,19.620001,35.456013,76.570238
"2014-09-05",88.070993,53.835647,74.413939,19.27,35.47564,76.825193
"2014-09-08",87.702976,54.009622,74.645997,19.209999,35.332849,76.362507
"2014-09-09",86.773264,54.715188,73.862796,19.200001,35.126049,74.785583
"2014-09-10",86.695786,55.005146,73.418016,19.5,35.017729,75.767617
"2014-09-11",87.131593,55.072802,74.220558,19.799999,34.761692,75.777097
"2014-09-12",86.841055,55.169457,74.2689,19.82,34.515505,75.397831
"2014-09-15",87.238124,55.111464,73.67908,19.870001,34.37764,75.170274
"2014-09-16",87.422124,55.314434,74.220558,20.25,34.22008,75.862436
"2014-09-17",87.480237,55.179121,74.317249,18.879999,34.121607,75.359911
"2014-09-18",87.489916,54.947153,74.820042,18.040001,34.37764,76.289106
"2014-09-19",87.635185,54.840837,75.226153,17.690001,34.613982,76.677855
"2014-09-22",86.473046,53.990291,73.166615,17.360001,33.993588,75.303016
"2014-09-23",85.52396,53.130081,72.779847,17.370001,33.698164,73.492031
"2014-09-24",86.627994,53.023763,73.67908,17.35,33.964047,74.079887
"2014-09-25",85.291534,52.134554,72.857202,17.27,33.225484,72.980023
"2014-09-26",85.940395,52.424516,73.156951,17.42,33.914806,73.169652
"2014-09-29",86.027559,52.565243,73.137609,17.780001,33.629231,72.837797
"2014-09-30",86.221246,52.196431,72.721834,18.040001,33.767096,72.951579
"2014-10-01",84.72983,51.371461,71.271458,17.77,33.186093,71.320739
"2014-10-02",84.051917,51.284111,70.778329,17.459999,32.900514,70.732876
"2014-10-03",85.659543,52.070262,72.248047,17.610001,33.55045,71.197474
"2014-10-06",85.766073,51.817915,71.37782,17.76,33.58984,70.685473
"2014-10-07",84.361821,51.652923,70.94271,17.370001,33.136856,69.955384
"2014-10-08",85.330273,53.157282,71.542194,17.790001,33.58984,70.74236
"2014-10-09",83.005987,51.749977,69.685715,17.18,32.60509,68.324544
"2014-10-10",83.548318,51.070588,69.443986,17.120001,31.935459,66.788527
"2014-10-13",81.262779,50.119445,68.303023,16.98,31.334761,64.683606
"2014-10-14",81.485519,49.954452,68.303023,17.049999,31.413541,65.404211
"2014-10-15",79.490511,49.352705,69.821083,17.040001,31.285524,64.664639
"2014-10-16",79.161233,48.129808,72.915222,16.889999,32.004392,64.69309
"2014-10-17",81.185301,49.187713,73.34066,17.24,32.201342,65.717099
"2014-10-20",82.821979,49.789456,75.119792,17.530001,32.536158,65.423171
"2014-10-21",84.778256,50.653249,74.665339,17.43,33.156548,68.115947
"2014-10-22",84.352135,49.973864,74.036842,17.629999,32.250579,66.779043
"2014-10-23",85.214056,51.652923,75.60325,17.870001,33.028533,67.765132
"2014-10-24",85.814499,52.662297,76.164057,17.719999,32.841428,67.897874
"2014-10-27",85.659543,52.458481,76.647515,17.48,33.255025,68.163358
"2014-10-28",87.092854,53.118459,76.966599,17.719999,33.786791,69.149448
"2014-10-29",86.705472,53.283455,76.009354,18.360001,33.826178,69.215819
"2014-10-30",87.373706,52.749647,77.014948,18.719999,34.032979,68.950335
"2014-10-31",88.497106,53.720202,76.840903,19.82,33.954197,68.912407
"2014-11-03",88.816697,53.96284,76.154393,20.16,33.826178,69.054633
"2014-11-04",87.499602,53.021405,72.489776,20.01,32.821736,66.02051
"2014-11-05",88.129097,53.467859,75.409862,20.18,34.308708,66.826454
"2014-11-06",89.097549,53.749321,74.800707,19.700001,34.771542,67.120382
"2014-11-07",87.160646,53.526094,74.452617,19.620001,34.082216,66.968672
"2014-11-10",86.947585,51.390873,74.771701,20.5,34.210234,66.456664
"2014-11-11",87.14128,51.400577,75.458211,20.709999,34.397336,65.925696
"2014-11-12",87.063802,52.021731,75.11012,20.629999,34.111757,65.660212
"2014-11-13",87.635185,52.70112,76.367116,20.41,34.456422,67.509124
"2014-11-14",87.93541,52.507008,77.111639,20.639999,34.574591,69.177891
"2014-11-17",87.557714,52.555539,77.740136,20.26,34.801083,70.258795
"2014-11-18",87.431811,52.817586,77.836826,21.26,34.761692,69.92694
"2014-11-19",86.986324,52.778766,78.252601,20.809999,34.476114,69.67094
"2014-11-20",86.09535,52.778766,77.923845,20.48,34.525354,69.974351
"2014-11-21",86.153455,52.4876,77.401717,21.24,34.673065,69.889013
"2014-11-24",87.722349,53.399921,78.73606,21.629999,35.204831,70.638062
"2014-11-25",88.758592,54.952807,80.025161,21.93,36.00248,71.064732
"2014-11-26",89.020071,55.185741,81.335615,21.690001,35.766138,71.330223
"2014-11-28",89.591461,55.360442,82.626659,21.99,36.238818,71.709482
"2014-12-01",89.775462,54.933395,81.500634,22.15,36.711498,70.31569
"2014-12-02",90.521174,55.34103,82.005406,21.959999,36.62287,70.296723
"2014-12-03",90.172531,55.457496,81.413274,21.950001,36.681956,71.159553
"2014-12-04",90.288748,54.719876,82.180134,22.120001,37.056163,70.865618
"2014-12-05",90.802026,54.681052,81.791849,22.16,37.233418,72.913652
"2014-12-08",90.840765,54.700464,80.889091,21.15,36.819821,71.216441
"2014-12-09",90.007896,54.535468,81.461805,20.700001,36.544092,70.74236
"2014-12-10",88.739219,53.933725,80.772603,20.790001,36.425923,69.215819
"2014-12-11",89.984788,54.25401,80.869672,20.74,36.553938,69.501563
"2014-12-12",89.729788,53.720202,79.714535,20.33,36.337295,69.492037
"2014-12-15",89.151143,53.322274,79.180643,19.719999,35.943394,69.606335
